id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17680439,⭐️Amazing  Heart of VICTORY PARK Downtown ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,70,8,2019-04-06,0.09,122,106,0,
17733183,"Luxury Downtown Loft + Stunning View I Pool,Gym,Th",28836312,Joshua,,District 2,32.77798,-96.79694,Entire home/apt,299,1,422,2023-05-07,4.81,3,305,0,
17735515,"The Hidden Cliff, Private Suite -NO cleaning fee",6601665,Linda,,District 1,32.76582,-96.82539,Private room,89,3,67,2024-06-03,0.80,3,252,19,
17753657,❤️ Luxury Apartment Uptown Dallas/West Village ❤️,108514926,Dalls,,District 14,32.80728,-96.79661,Entire home/apt,120,45,8,2022-08-21,0.09,122,162,0,
17753881,The Urban Gypsy  & Arboretum Tickets Available,10901678,Vera,,District 14,32.81707,-96.76889,Entire home/apt,73,1,559,2024-05-23,6.33,24,295,37,
17793382,The Montclair House in Historical Winnetka Heights,121566634,Troy,,District 1,32.74316,-96.84594,Entire home/apt,165,1,304,2024-06-09,3.47,1,174,21,
17802592,Charming Carriage House Studio in Old East Dallas,2428081,Robyn,,District 14,32.8034,-96.76425,Entire home/apt,97,2,226,2024-06-15,2.60,1,256,19,
17878261,M-Streets Private Carriage House,5599749,Louwane,,District 14,32.82927,-96.77493,Entire home/apt,84,30,191,2024-03-01,2.24,2,49,2,
17926037,The Medley Bungalow,35406521,Tony,,District 14,32.79584,-96.78586,Entire home/apt,176,3,218,2024-06-09,2.51,4,292,39,
18026976,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,120,28,8,2022-08-16,0.10,122,267,0,
18027293,AMAZING PRICE West-Village Walk Anywhere,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,127,28,11,2022-05-23,0.13,122,284,0,
18032984,AMAZING PRICE West-Village Walk Anywhere⭐️⭐️⭐️⭐️⭐️,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,121,58,9,2024-05-30,0.12,122,281,1,
18194969,The Pink House of the Bishop Arts,13030399,Katrina,,District 1,32.74954,-96.82604,Entire home/apt,180,2,245,2024-06-16,2.81,5,179,35,
18331186,"Big, clean, all tile 1 bed condo, great location",126832872,Cota,,District 13,32.92177,-96.80985,Entire home/apt,70,3,111,2024-05-12,1.34,1,314,11,
18340617,Sunshine Cottage,2455266,Karen,,District 2,32.80198,-96.74514,Entire home/apt,93,2,375,2024-06-09,4.35,1,229,38,
18434174,"Mid Century -HP/Design Dist/Katy Trail, Parking",1509921,Robert,,District 14,32.81986,-96.80492,Entire home/apt,96,2,277,2024-06-13,3.19,6,12,38,
18481659,Amazing Price on a Brand NEW UpTOWN Apartment,108514926,Dalls,,District 14,32.81395,-96.79095,Entire home/apt,155,56,6,2024-04-01,0.23,122,314,3,
18482064,★★Amazing Price on a Brand NEW UPTOWN Apartment★★,108514926,Dalls,,District 14,32.81395,-96.79095,Entire home/apt,155,28,5,2023-07-24,0.18,122,314,1,
18482586,Amazing Price | Uptown | W/D | FREE Parking | King,108514926,Dalls,,District 14,32.81395,-96.79095,Entire home/apt,146,20,5,2022-03-11,0.06,122,321,0,
18571531,Yellow flowers,128942364,Joseph,,District 12,32.99785,-96.84008,Private room,52,1,59,2024-05-19,0.69,3,166,9,
18599272,Prime Location with Dallas Skyline Views 《 Hot Tub,60378706,Melinda,,District 14,32.79615,-96.79881,Entire home/apt,1183,2,105,2023-11-25,1.23,1,163,10,
18668866,Cozy Cottage Close To Fair Park & Greenville Ave!,129748591,Emma,,District 14,32.80876,-96.76593,Entire home/apt,80,1,401,2024-05-19,4.73,1,19,29,
18697655,Dallas Love Field  Bluffview Bluebonnet Bungalow,129985668,Peter,,District 13,32.85507925225939,-96.83586910966915,Entire home/apt,162,2,137,2024-06-04,1.59,1,317,16,
18774491,Private White Rock Lake Cottage,78592523,Virginia,,District 9,32.82055,-96.73354,Entire home/apt,99,3,322,2024-06-09,3.84,1,283,18,
18777080,Carriage House,13543122,Laura,,District 14,32.80638,-96.76484,Entire home/apt,120,30,46,2024-05-31,0.60,1,259,4,
18809799,Bishop Arts Cottage,46111610,Kathi,,District 1,32.748795,-96.836266,Entire home/apt,175,2,318,2023-12-17,3.83,1,209,18,
18841813,Private 2-Bedroom Apt in Historic District,55833267,Matt,,District 2,32.799789,-96.771446,Entire home/apt,90,30,20,2023-11-27,0.24,1,215,2,
19160523,Charming Home in the Heart of Uptown Dallas,126765832,Tram,,District 14,32.79759,-96.79724,Entire home/apt,375,2,184,2024-06-10,2.19,2,146,14,
19183767,Artsy home with wonderful big bedroom,134182247,Ash,,District 10,32.90875,-96.71922,Private room,43,3,2,2023-12-09,0.05,1,48,1,
19225872,Peach room with attached bathroom,128942364,Joseph,,District 12,32.99785,-96.84008,Private room,51,1,62,2024-06-09,0.74,3,129,14,
19283561,Private bedroom-bathroom.,43889052,Israel,,District 2,32.8237019,-96.8324473,Private room,43,31,3,2024-05-18,0.86,6,232,3,
19363274,"Charming Dallas Gem near SMU, Mockingbird Station",14879587,Jaxsie,,District 14,32.83467,-96.75692,Entire home/apt,93,1,500,2024-06-19,5.92,10,76,78,
19441303,ENTERTAINERS DELIGHT + indoor/outdoor UPTOWN venue,131241027,Sabrina,,District 2,32.80382,-96.78246,Entire home/apt,700,1,9,2017-11-26,0.11,1,90,0,
19447899,Oak Lawn House • Private Backyard • WFH Setups,78199259,Minh,,District 14,32.81378,-96.80964,Entire home/apt,166,2,72,2024-05-25,0.86,3,336,26,
19490194,Carriage House - Fair Park! Deep Ellum & Downtown,132800378,Chelsea,,District 7,32.76733,-96.77312,Entire home/apt,148,5,218,2024-01-14,2.57,2,19,1,
19506283,The Heart of Uptown /Downtown | W/D | FREE Parking,108514926,Dalls,,District 14,32.80181,-96.79129,Entire home/apt,210,56,11,2024-01-14,0.13,122,0,6,
19531214,Hidden treasure among the trees w/Parisian Theme,83178794,Shentely,,District 1,32.7518,-96.85785,Private room,65,3,15,2022-01-21,0.18,3,167,0,
19625040,"Charming Home, 10 min from Downtown Dallas",33161224,Keith,,District 4,32.72161,-96.77448,Entire home/apt,240,2,55,2024-06-03,0.66,1,88,3,
19713480,"Clean, comfy bed, balcony, total remodel pool view",16783105,Mike,,District 11,32.88688,-96.77236,Entire home/apt,68,15,6,2021-07-16,0.07,6,309,0,
19752675,Fashionable,31286341,Mona Lisa,,District 14,32.80886,-96.76576,Entire home/apt,103,30,62,2024-05-04,0.74,1,312,5,
19830749,Walkable Luxury Style Bishop Arts ★ Near it All,93232901,Ej,,District 1,32.75388,-96.82848,Entire home/apt,207,1,263,2024-06-03,3.33,12,315,20,
19842945,Private Townhome in the heart of Bishop Arts,61850018,Sarah,,District 1,32.750466746785065,-96.84015803026527,Entire home/apt,221,2,23,2024-06-12,1.54,1,320,14,
19862034,"You’ve found it! Peaceful, Cozy, great work-area",107659933,Rebecca,,District 11,32.96656,-96.81716,Entire home/apt,59,30,24,2024-04-30,0.29,1,206,4,
20025703,Contemporary and Spacious Condo,43889052,Israel,,District 11,32.92756,-96.76492,Entire home/apt,71,31,28,2023-10-31,0.34,6,170,2,
20036470,The Elizabeth. In Historic Oak Lawn.,4952226,Tim,,District 2,32.80974,-96.81236,Entire home/apt,107,2,266,2024-06-03,3.18,8,352,39,
20057079,"The 1920s Mainstay, Dallas Arboretum Available",57933646,Vera,,District 14,32.81751,-96.76717,Entire home/apt,78,1,474,2024-05-30,5.65,18,287,58,
20190954,Charming House in Awesome Location (Love Field),143767897,David,,District 2,32.84721,-96.8266,Entire home/apt,99,2,95,2020-07-26,1.15,1,79,0,
20282125,The heart of Uptown/Downtown | W/D | FREE Prking,108514926,Dalls,,District 14,32.80181,-96.79129,Entire home/apt,200,28,11,2024-04-28,0.14,122,0,7,
20283034,Uptown/ Downtown | KING | FREE parking | W/D,108514926,Dalls,,District 14,32.80181,-96.79129,Entire home/apt,136,40,2,2024-01-07,0.03,122,0,1,
20290581,⭐️A Premier Location THE Heart of Victory Park ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,28,3,2019-02-16,0.04,122,313,0,
20290895,⭐️A Premier Location THE Heart of Victory Park ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,28,3,2018-01-20,0.04,122,313,0,
20300902,1920’s City Retreat with Dallas Arboretum Tickets,10901678,Vera,,District 14,32.81697,-96.76724,Entire home/apt,76,1,573,2024-05-31,6.88,24,295,69,
20425354,"Lake front mins to AT&T, Globe life",88073468,Khue,,District 3,32.71789,-96.97356,Entire home/apt,202,1,394,2024-06-08,4.76,2,234,35,
20602821,Private Bungalow,2938312,Jeff,,District 9,32.85809,-96.70997,Entire home/apt,75,2,183,2024-05-26,2.22,1,168,22,
20673333,Oaklawn Studio - Medical District,32353695,Shane,,District 2,32.81362,-96.8164,Entire home/apt,100,30,14,2023-10-01,0.18,1,306,1,
20675354,Park Cities/SMU/North Dallas 1BD/1BA Entire Condo.,107583316,Anthony,,District 14,32.84236,-96.76775,Entire home/apt,76,30,12,2023-04-11,0.16,2,292,0,
20688249,Lake Highlands Haven,9317048,Robin,,District 10,32.87175,-96.70083,Private room,39,30,14,2023-08-15,0.25,2,25,1,
20704185,New Single Level Ranch Home by Highland Park with Pool,395823,Keith,,District 2,32.84164,-96.82671,Entire home/apt,966,2,160,2023-09-18,1.95,8,67,13,
20730674,"The Hidden Cliff, Elegant Suite-NO cleaning fee",6601665,Linda,,District 1,32.76582,-96.82539,Private room,119,3,40,2024-06-10,0.49,3,258,18,
20804117,Oaklawn Master Suite,19979510,Thiago,,District 2,32.81111,-96.81414,Private room,85,20,44,2024-02-24,0.53,1,21,1,
20848408,French Chic - Parking- HP/Uptown/Design D/Oak Lawn,1509921,Robert,,District 14,32.81986,-96.80561,Entire home/apt,91,2,196,2024-06-14,2.39,6,7,45,
20848529,"Dallas Haven - Katy Trail, H.P., Uptown",1509921,Robert,,District 14,32.8195157,-96.8053458,Entire home/apt,81,2,204,2024-05-31,2.48,6,7,33,
20887054,Charming & Quaint Private Poolside Suite,28950374,Webb,,District 12,32.97444,-96.78232,Private room,50,1,6,2021-10-17,0.09,1,88,0,
20905329,Paradise five star.  ready. See below,15751176,Avi,,District 13,32.87612,-96.75971,Entire home/apt,85,21,27,2024-04-30,0.34,6,329,2,
20916267,Uptown - Cozy 1 bd #3 Free Fast WiFi Parking Cable,6063232,Joan,,District 14,32.818493,-96.789749,Entire home/apt,97,3,28,2024-04-10,0.34,9,129,3,
21029670,(45%OFF)Best&Coziest place in OakLawn/Uptown,2870800,Erme,,District 14,32.81478,-96.80607,Private room,92,3,30,2024-03-15,0.37,3,295,3,
21057649,"Exquisite view, cozy feel, heart of downtown.",151705285,Craig,,District 14,32.78231,-96.79997,Entire home/apt,91,3,18,2023-03-07,0.29,1,124,0,
21088291,Cool Studio Apartment near White Rock Lake,127689710,Tim,,District 10,32.86682,-96.69175,Entire home/apt,85,1,66,2022-01-30,1.22,1,78,0,
21112646,Winnetka Heights Hideaway - Private Home w/Pool!,43042344,Rent On Your Terms,,District 1,32.75101,-96.84046,Entire home/apt,140,2,165,2024-04-09,2.02,45,357,17,
21123786,"The Monticello Guest House - M Streets, Dallas",152362711,Becky,,District 14,32.82729,-96.77908,Entire home/apt,93,2,210,2024-06-16,2.57,1,330,21,
21199299,HOUSE OF MUSIC - Modern + Contemporary Dallas Home,121600765,Elaine,,District 6,32.781770143955285,-96.84417061507702,Entire home/apt,350,2,47,2024-06-16,2.27,2,337,28,
21200523,Guest-house Near White Rock Lake,116880529,Nelly,,District 9,32.85247,-96.68628,Entire home/apt,136,2,91,2024-05-14,1.12,1,86,8,
21214603,Adorable Dallas Home in Lakewood/White Rock area,153268486,Linda And Maika,,District 9,32.85065,-96.73167,Entire home/apt,136,2,211,2024-06-17,2.62,2,293,28,
21264822,Zen Garden near White Rock Lake,12580751,Sandy,,District 9,32.85822,-96.70455,Entire home/apt,98,30,61,2023-11-27,0.75,1,165,7,
21277111,Royal Oak,128942364,Joseph,,District 12,32.99809,-96.8399,Private room,50,1,78,2024-04-20,0.97,3,76,14,
21292126,South Oak Cliff Tiny Guest House,154063777,Lydia,,District 3,32.6924,-96.86757,Entire home/apt,54,1,423,2024-06-18,5.40,1,6,63,
21292874,The Javier. All Welcome,4952226,Tim,,District 2,32.81225,-96.81408,Entire home/apt,92,2,232,2024-06-06,2.88,8,333,41,
21323765,2 Beds And 1 Bathroom In  Bishop Arts Area,123649125,Sean,,District 1,32.75137,-96.86634,Private room,200,7,58,2019-03-17,0.71,4,259,0,
21395886,Private Studio Quarters in Kessler Park.,146361525,Feliz,,District 1,32.76018,-96.84027,Entire home/apt,84,2,276,2024-06-12,3.82,1,133,46,
21461613,Dallas Home by the Lake in Quiet Neighborhood,4505460,Judy,,District 9,32.85389,-96.70609,Private room,43,30,25,2024-05-02,0.31,3,77,1,
21462274,(40%OFF)Beautiful Master in Uptown,2870800,Erme,,District 14,32.81543,-96.80506,Private room,89,3,74,2024-06-01,0.91,3,288,3,
21538453,Peaceful Creekside Guesthouse & Zen Garden Retreat,9292436,Diane And Andyan,,District 13,32.89015,-96.8206,Entire home/apt,148,1,533,2024-06-14,6.62,1,131,59,
21579584,Cozy and beautiful house in Lower Greenville,70263945,William,,District 14,32.82638,-96.7673,Entire home/apt,400,3,10,2018-01-28,0.12,1,364,0,
21595937,"The Hidden Cliff, Cozy Tiny House with City View",6601665,Linda,,District 1,32.76582,-96.82539,Entire home/apt,117,3,218,2024-06-10,3.39,3,254,29,
21636221,"Updated, clean, quiet, comfy bed, pool view, w/d",16783105,Mike,,District 11,32.88474,-96.77062,Entire home/apt,68,15,15,2023-12-29,0.19,6,309,1,
21692306,Walk to Bishop Arts - New Guest house,77962932,Jeanne,,District 1,32.75169,-96.83901,Entire home/apt,100,2,214,2024-05-18,2.73,1,254,18,
21700066,"Ground flr Two(1BR/BA) apts, sleep 6, parking,",1509921,Robert,,District 14,32.8195,-96.80535,Entire home/apt,200,2,6,2018-10-07,0.08,6,350,0,
21737662,4 -Plex Bldg w/ 4 apts (1 BR/BA x 4) sleeps 12,1509921,Robert,,District 14,32.8195,-96.80535,Entire home/apt,429,2,12,2019-10-29,0.15,6,365,0,
21749543,Charming Craftsman Home in Lower Greenville,158448001,Sammie,,District 14,32.82567,-96.76871,Entire home/apt,195,2,211,2024-06-09,2.64,1,143,36,
21755757,⭐️Amazing  Heart of VICTORY PARK Downtown ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,19,4,2018-02-11,0.05,122,106,0,
21797129,⭐️⭐️A Premier Location  Heart of Victory Park⭐️⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,30,4,2019-04-08,0.05,122,108,0,
21805613,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,28,3,2019-08-25,0.04,122,267,0,
21805646,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,155,12,4,2022-04-04,0.06,122,281,0,
21805704,⭐️West Village Uptown NEW and AMAZING PRICE ⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,20,2,2021-09-22,0.05,122,267,0,
21806352,⭐️West Village Uptown NEW and AMAZING PRICE ⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,70,1,2020-06-30,0.02,122,267,0,
21806397,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,28,2,2021-05-27,0.03,122,19,0,
21806439,⭐️⭐️ AMAZING PRICE West-Village Walk Anywhere ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,333,4,4,2023-08-05,0.06,122,281,1,
21806484,One of Uptown's most desirable location,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,120,28,4,2022-08-24,0.06,122,267,0,
21806540,⭐️⭐️AMAZING PRICE West-Village Walk Anywhere  ⭐️⭐️,108514926,Dalls,,District 14,32.80952,-96.7961,Entire home/apt,255,5,3,2021-01-03,0.05,122,281,0,
21808102,KING | West-village Walk anywhere | free parking,108514926,Dalls,,District 14,32.80921,-96.7958,Entire home/apt,120,28,5,2022-03-11,0.07,122,190,0,
21811154,The Perfect Dallas Getaway,158974408,Xavier,,District 2,32.83256,-96.85702,Entire home/apt,259,3,120,2024-06-03,1.55,1,53,8,
21945471,Hawaii in Dallas,12058747,Robert,,District 13,32.85832,-96.84191,Entire home/apt,353,3,192,2024-06-16,2.42,1,320,34,
22034800,LOOK!  Budget Rooms in North  Dallas for one guest,34782351,Travis,,District 10,32.9084,-96.72661,Private room,32,1,160,2024-06-05,2.06,2,364,23,
22097351,⭐️Victory Park | Pool/Gym | Walk to AA Center⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,28,4,2018-03-26,0.05,122,138,0,
22097852,⭐️A Premier Location THE Heart of Victory Park ⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,12,6,2019-08-11,0.08,122,106,0,
22105541,⭐️Victory Park | Pool/Gym | Walk to AA Center⭐️,108514926,Dalls,,District 2,32.79248,-96.80853,Entire home/apt,120,12,3,2019-09-22,0.05,122,138,0,
22144962,"Updated Complete Condo, Furnished, Biz Ready!",26438693,Jess,,District 12,32.99862,-96.79653,Entire home/apt,69,29,28,2024-05-22,0.36,12,314,4,
22279755,Centrally locatedGreenville Ave.,15751176,Avi,,District 13,32.87559,-96.75866,Entire home/apt,91,21,19,2024-03-27,0.25,6,306,3,
22286004,"New to Airbnb, Modern 1 BR Downtown, Views, Pool 4",36151189,Grace,,District 14,32.78122,-96.79954,Entire home/apt,144,1,229,2024-05-27,2.91,38,317,8,
22355188,Cozy Private Studio - near SMU w Private Parking,14879587,Jaxsie,,District 14,32.83447,-96.75886,Entire home/apt,71,1,377,2024-06-16,4.80,10,76,58,
22377418,High-style Home near Bishop Arts/Downtown Dallas,21748101,Jamie And Larry,,District 1,32.74146511064564,-96.84290555722097,Entire home/apt,183,2,401,2024-06-03,5.10,1,152,49,
22445330,"NEWLY Remodeled Sleeps 16/2 Queen,3 Full, 4 Twin",121360034,Tonya,,District 5,32.75185812981035,-96.68585760591976,Entire home/apt,347,1,119,2023-03-19,1.54,1,228,0,
22486720,Creative Industrial Loft with CoWorking,91195494,Steven,,District 2,32.77462,-96.7818,Entire home/apt,95,4,56,2024-05-12,0.79,5,161,9,
22504726,"Trendy, Charming Bungalow in Knox-Henderson",25499216,Jess,,District 2,32.81892,-96.77819,Entire home/apt,169,1,542,2024-06-12,6.94,1,107,62,
22515298,Inn Town Escape,67501310,Bonnie,,District 9,32.85156,-96.7413,Entire home/apt,225,2,115,2024-06-14,1.48,1,360,15,
22590075,Master Bedroom Guest Suite with Private Entrance,2592644,Mike & Adriana,,District 8,32.63418,-96.82713,Private room,,2,93,2024-03-04,1.21,6,0,4,
22615334,The Grey Room at White Rock,25134399,Erin,,District 7,32.81187,-96.69511,Private room,55,1,183,2024-05-02,2.35,2,10,2,
22658453,Sparkling Oasis in the Heart of Dallas,126765832,Tram,,District 14,32.81132,-96.80878,Entire home/apt,355,2,158,2024-06-09,2.02,2,241,13,
22670348,Beautiful Separate Quarters private Bath and entry,167030039,Rose,,District 14,32.8021,-96.74296,Private room,57,2,191,2024-06-03,2.47,2,197,21,
22789896,"Entire Duplex, Lowest Greenville, One block off strip",24662525,M&J,,District 14,32.81621,-96.77207,Entire home/apt,195,1,186,2024-06-02,4.53,2,270,48,
22817146,6 Bedrooms! Walkable Luxury Bishop Arts ★ Near All,93232901,Ej,,District 1,32.75497,-96.82694,Entire home/apt,398,1,48,2024-01-14,0.64,12,301,4,
22922509,Modern guesthouse with garage and private access,169717974,Noreen,,District 2,32.8187,-96.77695,Entire home/apt,148,2,388,2024-06-08,5.00,1,35,44,
23054774,The Firehouse,166644373,Alex,,District 1,32.75152,-96.81102,Entire home/apt,78,30,325,2024-06-16,4.20,1,63,52,
23166176,Luxury Suite in the Heart of Downtown,157145430,Elba,,District 14,32.78097,-96.79756,Entire home/apt,999,2,107,2021-11-21,1.40,1,89,0,
23170026,The Augustine I. Coachhouse  Apartment,4952226,Tim,,District 2,32.81139,-96.81367,Entire home/apt,91,2,255,2024-06-02,3.30,8,344,34,
23231600,Zen Studio in the Heart of Dallas,14879587,Jaxsie,,District 2,32.79952,-96.77346,Entire home/apt,72,1,296,2024-06-17,4.22,10,72,59,
23321252,"Fully Furnished, Professional Condo, Pool View!",26438693,Jess,,District 12,33.01046,-96.82823,Entire home/apt,65,120,5,2019-03-10,0.07,12,170,0,
23326978,Private Bed/Bath=GRT Price!,24921413,Micah,,District 2,32.78452,-96.74139,Private room,42,75,18,2018-10-22,0.23,7,169,0,
23342119,1000sqft Backyard Guesthouse near Arboretum,22781646,Lee,,District 9,32.81704,-96.70842,Entire home/apt,121,2,37,2024-06-10,0.48,1,85,10,
23359362,Explore Dallas from Light-Filled Townhouse ATT Fiber Internet,395823,Keith,,District 2,32.80962,-96.77978,Entire home/apt,195,2,156,2024-06-10,2.09,8,68,18,
